,dataset_name,sentence_number,sentences
3683,geco,3-832,Little  Wilkins  would  have  been  quite  content  to  let  it  go  at  heart  disease. 
3684,geco,3-833,"Yes,  I  said  doubtfully. "
3685,geco,3-834,But  we  don't  know. 
3686,geco,3-835,Perhaps  he  thought  it  safer  in  the  long  run. 
3687,geco,3-836,Some  one  might  have  talked  afterwards. 
3688,geco,3-837,Then  the  Home  Office  might  have  ordered  exhumation. 
3689,geco,3-838,"The  whole  thing  would  have  come  out,  then,  and  he  would  have  been  in  an  awkward  position,  for  no  one  would  have  believed  that  a  man  of  his  reputation  could  have  been  deceived  into  calling  it  heart  disease. "
3690,geco,3-839,"Yes,  that's  possible,  admitted  John. "
3691,geco,3-840,"Still,  he  added,  I'm  blest  if  I  can  see  what  his  motive  could  have  been. "
3692,geco,3-841,I  trembled. 
3693,geco,3-842,"Look  here,  I  said,  I  may  be  altogether  wrong. "
3694,geco,3-843,"And,  remember,  all  this  is  in  confidence. "
3695,geco,3-844,"Oh,  of  course...that  goes  without  saying. "
3696,geco,3-845,"We  had  walked,  as  we  talked,  and  now  we  passed  through  the  little  gate  into  the  garden. "
3697,geco,3-846,"Voices  rose  near  at  hand,  for  tea  was  spread  out  under  the  sycamore-tree,  as  it  had  been  on  the  day  of  my  arrival. "
3698,geco,3-847,"Cynthia  was  back  from  the  hospital,  and  I  placed  my  chair  beside  her,  and  told  her  of  Poirot's  wish  to  visit  the  dispensary. "
3699,geco,3-848,Of  course! 
3700,geco,3-849,I'd  love  him  to  see  it. 
3701,geco,3-850,He'd  better  come  to  tea  there  one  day. 
3702,geco,3-851,I  must  fix  it  up  with  him. 
3703,geco,3-852,He's  such  a  dear  little  man! 
3704,geco,3-853,But  he  is  funny. 
3705,geco,3-854,"He  made  me  take  the  brooch  out  of  my  tie  the  other  day,  and  put  it  in  again,  because  he  said  it  wasn't  straight. "
3706,geco,3-855,I  laughed. 
3707,geco,3-856,It's  quite  a  mania  with  him. 
3708,geco,3-857,"Yes,  isn't  it? "
3709,geco,3-858,"We  were  silent  for  a  minute  or  two,  and  then,  glancing  in  the  direction  of  Mary  Cavendish,  and  dropping  her  voice,  Cynthia  said:  Mr.  Hastings. "
3710,geco,3-859,Yes? 
3711,geco,3-860,"After  tea,  I  want  to  talk  to  you. "
3712,geco,3-861,Her  glance  at  Mary  had  set  me  thinking. 
3713,geco,3-862,I  fancied  that  between  these  two  there  existed  very  little  sympathy. 
3714,geco,3-863,"For  the  first  time,  it  occurred  to  me  to  wonder  about  the  girl's  future. "
3715,geco,3-864,"Mr.s.  Inglethorp  had  made  no  provisions  of  any  kind  for  her,  but  I  imagined  that  John  and  Mary  would  probably  insist  on  her  making  her  home  with  them...at  any  rate  until  the  end  of  the  war. "
3716,geco,3-865,"John,  I  knew,  was  very  fond  of  her,  and  would  be  sorry  to  let  her  go. "
3717,geco,3-866,"John,  who  had  gone  into  the  house,  now  reappeared. "
3718,geco,3-867,His  good-natured  face  wore  an  unaccustomed  frown  of  anger. 
3719,geco,3-868,Confound  those  detectives! 
3720,geco,3-869,I  can't  think  what  they're  after! 
3721,geco,3-870,"They've  been  in  every  room  in  the  house...turning  things  inside  out,  and  upside  down. "
3722,geco,3-871,It  really  is  too  bad! 
3723,geco,3-872,I  suppose  they  took  advantage  of  our  all  being  out. 
3724,geco,3-873,"I  shall  go  for  that  fellow  Japp,  when  I  next  see  him! "
3725,geco,3-874,"Lot  of  Paul  Prys,  grunted  Miss  Howard. "
3726,geco,3-875,Lawrence  opined  that  they  had  to  make  a  show  of  doing  something. 
3727,geco,3-876,Mary  Cavendish  said  nothing. 
3728,geco,3-877,"After  tea,  I  invited  Cynthia  to  come  for  a  walk,  and  we  sauntered  off  into  the  woods  together. "
3729,geco,3-878,Well? 
3730,geco,3-879,"I  inquired,  as  soon  as  we  were  protected  from  prying  eyes  by  the  leafy  screen. "
3731,geco,3-880,"With  a  sigh,  Cynthia  flung  herself  down,  and  tossed  off  her  hat. "
3732,geco,3-881,"The  sunlight,  piercing  through  the  branches,  turned  the  auburn  of  her  hair  to  quivering  gold. "
3733,geco,3-882,"Mr.  Hastings...you  are  always  so  kind,  and  you  know  such  a  lot. "
3734,geco,3-883,It  struck  me  at  this  moment  that  Cynthia  was  really  a  very  charming  girl! 
3735,geco,3-884,"Much  more  charming  than  Mary,  who  never  said  things  of  that  kind. "
3736,geco,3-885,"Well?  I  asked  benignantly,  as  she  hesitated. "
3737,geco,3-886,I  want  to  ask  your  advice. 
3738,geco,3-887,What  shall  I  do? 
3739,geco,3-888,Do? 
3740,geco,3-889,Yes. 
3741,geco,3-890,"You  see,  Aunt  Emily  always  told  me  I  should  be  provided  for. "
3742,geco,3-891,"I  suppose  she  forgot,  or  didn't  think  she  was  likely  to  die...anyway,  I  am  not  provided  for! "
3743,geco,3-892,And  I  don't  know  what  to  do. 
3744,geco,3-893,Do  you  think  I  ought  to  go  away  from  here  at  once? 
3745,geco,3-894,"Good  heavens,  no! "
3746,geco,3-895,"They  don't  want  to  part  with  you,  I'm  sure. "
3747,geco,3-896,"Cynthia  hesitated  a  moment,  plucking  up  the  grass  with  her  tiny  hands. "
3748,geco,3-897,Then  she  said:  Mr.s.  Cavendish  does. 
3749,geco,3-898,She  hates  me. 
3750,geco,3-899,"Hates  you?  I  cried,  astonished. "
3751,geco,3-900,Cynthia  nodded. 
3752,geco,3-901,Yes. 
3753,geco,3-902,"I  don't  know  why,  but  she  can't  bear  me;  and  he  can't,  either. "
3754,geco,3-903,"There  I  know  you're  wrong,  I  said  warmly. "
3755,geco,3-904,"On  the  contrary,  John  is  very  fond  of  you. "
3756,geco,3-905,"Oh,  yes...John. "
3757,geco,3-906,I  meant  Lawrence. 
3758,geco,3-907,"Not,  of  course,  that  I  care  whether  Lawrence  hates  me  or  not. "
3759,geco,3-908,"Still,  it's  rather  horrid  when  no  one  loves  you,  isn't  it? "
3760,geco,3-909,"But  they  do,  Cynthia  dear,  I  said  earnestly. "
3761,geco,3-910,I'm  sure  you  are  mistaken. 
3762,geco,3-911,"Look,  there  is  John...and  Miss  Howard... "
3763,geco,3-912,Cynthia nodded  rather  gloomily. 
3764,geco,3-913,"Yes,  John  likes  me,  I  think,  and  of  course  Evie,  for  all  her  gruff  ways,  wouldn't  be  unkind  to  a  fly. "
3765,geco,3-914,"But  Lawrence  never  speaks  to  me  if  he  can  help  it,  and  Mary  can  hardly  bring  herself  to  be  civil  to  me. "
3766,geco,3-915,"She  wants  Evie  to  stay  on,  is  begging  her  to,  but  she  doesn't  want  me,  and...and...I  don't  know  what  to  do. "
3767,geco,3-916,Suddenly  the  poor  child  burst  out  crying. 
3768,geco,3-917,I  don't  know  what  possessed  me. 
3769,geco,3-918,"Her  beauty,  perhaps,  as  she  sat  there,  with  the  sunlight  glinting  down  on  her  head;  perhaps  the  sense  of  relief  at  encountering  someone  who  so  obviously  could  have  no  connection  with  the  tragedy;  perhaps  honest  pity  for  her  youth  and  loneliness. "
3770,geco,3-919,"Anyway,  I  leant  forward,  and  taking  her  little  hand,  I  said  awkwardly:  Marry  me,  Cynthia. "
3771,geco,3-920,"Unwittingly,  I  had  hit  upon  a  sovereign  remedy  for  her  tears. "
3772,geco,3-921,"She  sat  up  at  once,  drew  her  hand  away,  and  said,  with  some  asperity:  Don't  be  silly! "
3773,geco,3-922,I  was  a  little  annoyed. 
3774,geco,3-923,I'm  not  being  silly. 
3775,geco,3-924,I  am  asking  you  to  do  me  the  honour  of  becoming  my  wife. 
3776,geco,3-925,"To  my  intense  surprise,  Cynthia  burst  out  laughing,  and  called  me  a  'funny  dear.' "
3777,geco,3-926,"It's  perfectly  sweet  of  you,  she  said,  but  you  know  you  don't  want  to! "
3778,geco,3-927,"Yes,  I  do. "
3779,geco,3-928,I've  got... 
3780,geco,3-929,Never mind  what  you've  got. 
3781,geco,3-930,You  don't  really  want  to...and  I  don't  either. 
3782,geco,3-931,"Well,  of  course,  that  settles  it,  I  said  stiffly. "
3783,geco,3-932,But  I  don't  see  anything  to  laugh  at. 
3784,geco,3-933,There's  nothing  funny  about  a  proposal. 
3785,geco,3-934,"No,  indeed,  said  Cynthia. "
3786,geco,3-935,Somebody  might  accept  you  next  time. 
3787,geco,3-936,"Good-bye,  you've  cheered  me  up  very  much. "
3788,geco,3-937,"And,  with  a  final  uncontrollable  burst  of  merriment,  she  vanished  through  the  trees. "
3789,geco,3-938,"Thinking  over  the  interview,  it  struck  me  as  being  profoundly  unsatisfactory. "
3790,geco,3-939,"It  occurred  to  me  suddenly  that  I  would  go  down  to  the  village,  and  look  up  Bauerstein. "
3791,geco,3-940,Somebody  ought  to  be  keeping  an  eye  on  the  fellow. 
3792,geco,3-941,"At  the  same  time,  it  would  be  wise  to  allay  any  suspicions  he  might  have  as  to  his  being  suspected. "
3793,geco,3-942,I  remembered  how  Poirot  had  relied  on  my  diplomacy. 
3794,geco,3-943,"Accordingly,  I  went  to  the  little  house  with  the  Apartments  card  inserted  in  the  window,  where  I  knew  he  lodged,  and  tapped  on  the  door. "
3795,geco,3-944,An  old  woman  came  and  opened  it. 
3796,geco,3-945,"Good  afternoon,  I  said  pleasantly. "
3797,geco,3-946,Is  Dr  Bauerstein  in? 
3798,geco,3-947,She  stared  at  me. 
3799,geco,3-948,Haven't  you  heard? 
3800,geco,3-949,Heard  what? 
3801,geco,3-950,About  him. 
3802,geco,3-951,What  about  him? 
3803,geco,3-952,He's  took. 
3804,geco,3-953,Took? 
3805,geco,3-954,Dead? 
3806,geco,3-955,"No,  took  by  the  perlice. "
3807,geco,3-956,By  the  police! 
3808,geco,3-957,I  gasped. 
3809,geco,3-958,Do  you  mean  they've  arrested  him? 
3810,geco,3-959,"Yes,  that's  it,  and... "
3811,geco,3-960,"I waited  to  hear  no  more,  but  tore  up  the  village  to  find  Poirot. "
3812,geco,3-961,"To  my  extreme  annoyance,  Poirot  was  not  in,  and  the  old  Belgian  who  answered  my  knock  informed  me  that  he  believed  he  had  gone  to  London. "
3813,geco,3-962,I  was  dumbfounded. 
3814,geco,3-963,What  on  earth  could  Poirot  be  doing  in  London! 
3815,geco,3-964,"Was  it  a  sudden  decision  on  his  part,  or  had  he  already  made  up  his  mind  when  he  parted  from  me  a  few  hours  earlier? "
3816,geco,3-965,I  retraced  my  steps  to  Styles  in  some  annoyance. 
3817,geco,3-966,"With  Poirot  away,  I  was  uncertain  how  to  act. "
3818,geco,3-967,Had  he  foreseen  this  arrest? 
3819,geco,3-968,"Had  he  not,  in  all  probability,  been  the  cause  of  it? "
3820,geco,3-969,Those  questions  I  could  not  resolve  But  in  the  meantime  what  was  I  to  do? 
3821,geco,3-970,"Should  I  announce  the  arrest  openly  at  Styles,  or  not? "
3822,geco,3-971,"Though  I  did  not  acknowledge  it  to  myself,  the  thought  of  Mary  Cavendish  was  weighing  on  me. "
3823,geco,3-972,Would  it  not  be  a  terrible  shock  to  her? 
3824,geco,3-973,"For  the  moment,  I  set  aside  utterly  any  suspicions  of  her. "
3825,geco,3-974,She  could  not  be  implicated...otherwise  I  should  have  heard  some  hint  of  it. 
3826,geco,3-975,"Of  course,  there  was  no  possibility  of  being  able  permanently  to  conceal  Dr  Bauerstein's  arrest  arrest  from  her. "
3827,geco,3-976,It  would  be  announced  in  every  newspaper  on  the  morrow. 
3828,geco,3-977,"Still,  I  shrank  from  blurting  blurting  it  out. "
3829,geco,3-978,"If  only  Poirot  had  been  accessible,  I  could  have  asked  his  advice. "
3830,geco,3-979,What  possessed  possessed  him  to  go  posting  off  to  London  in  this  unaccountable  way? 
3831,geco,3-980,"In  spite  of  myself,  my  opinion  of  his  sagacity  was  immeasurably  heightened. "
3832,geco,3-981,"I  would  never  have  dreamt  of  suspecting  the  the  doctor,  had  not  Poirot  put  it  into  my  head. "
3833,geco,3-982,"Yes,  decidedly,  the  little  man  was  clever. "
3834,geco,3-983,"After  some  reflecting,  I  decided  to  take  John  into  my  confidence,  and  leave  him  to  make  the  matter  public  or  not,  as  he  thought  fit. "
3835,geco,3-984,"He  gave  vent  to  a  prodigious  whistle,  as  I  imparted  the  news. "
3836,geco,3-985,Great  Scot! 
3837,geco,3-986,"You  were  right,  then. "
3838,geco,3-987,I  couldn't  believe  it  at  the  time. 
3839,geco,3-988,"No,  it  is  astonishing  until  you  get  used  to  the  idea,  and  see  how  it  makes  everything  fit  in. "
3840,geco,3-989,"Now,  what  are  we  to  do? "
3841,geco,3-990,"Of  course,  it  will  be  generally  known  tomorrow. "
3842,geco,3-991,John  reflected. 
3843,geco,3-992,"Never  mind,  he  said  at  last,  we  won't  say  anything  at  present. "
3844,geco,3-993,There  is  no  need. 
3845,geco,3-994,"As  you  say,  it  will  be  known  soon  enough. "
3846,geco,3-995,"But  to  my  intense  surprise,  on  getting  down  early  the  next  morning,  and  eagerly  opening  the  newspapers,  there  was  not  a  word  about  the  arrest! "
3847,geco,3-996,"There  was  a  column  of  mere  padding  about  The  Styles  Poisoning  Case,  but  nothing  further. "
3848,geco,3-997,"It  was  rather  inexplicable,  but  I  supposed  that,  for  some  reason  or  other,  Japp  wished  to  keep  it  out  of  the  papers. "
3849,geco,3-998,"It  worried  me  just  a  little,  for  it  suggested  the  possibility  that  there  might  be  further  arrests  to  come. "
3850,geco,3-999,"After  breakfast,  I  decided  to  go  down  to  the  village,  and  see  if  Poirot  had  returned  yet;  but,  before  I  could  start,  a  well-known  face  blocked  one  of  the  windows,  and  the  well-known  voice  said:  Bon  jour,  mon  ami! "
3851,geco,3-1000,"Poirot,  I  exclaimed,  with  relief,  and  seizing  him  by  both  hands,  I  dragged  him  into  the  room. "
3852,geco,3-1001,I  was  never  so  glad  to  see  anyone. 
3853,geco,3-1002,"Listen,  I  have  said  nothing  to  anybody  but  John. "
3854,geco,3-1003,Is  that  right? 
3855,geco,3-1004,"My  friend,  replied  Poirot,  I  do  not  know  what  you  are  talking  about. "
3856,geco,3-1005,"Dr  Bauerstein's  arrest,  of  course,  I  answered  impatiently. "
3857,geco,3-1006,"Is  Bauerstein  arrested,  then? "
3858,geco,3-1007,Did  you  not  know  it? 
3859,geco,3-1008,Not  the  least  in  the  world. 
3860,geco,3-1009,"But,  pausing  a  moment,  he  added:  Still,  it  does  not  surprise  me. "
3861,geco,3-1010,"After  all,  we  are  only  four  miles  from  the  coast. "
3862,geco,3-1011,"The  coast?  I  asked,  puzzled. "
3863,geco,3-1012,What  has  that  got  to  do  with  it? 
3864,geco,3-1013,Poirot  shrugged  his  shoulders. 
3865,geco,3-1014,"Surely,  it  is  obvious! "
3866,geco,3-1015,Not  to  me. 
3867,geco,3-1016,"No  doubt  I  am  very  dense,  but  I  cannot  see  what  the  proximity  of  the  coast  has  got  to  do  with  the  murder  of  Mr.s.  Inglethorp. "
3868,geco,3-1017,"Nothing  at  all,  of  course,  replied  Poirot,  smiling. "
3869,geco,3-1018,But  we  were  speaking  of  the  arrest  of  Dr  Bauerstein. 
3870,geco,3-1019,"Well,  he  is  arrested  for  the  murder  of  Mr.s.  Inglethorp...... "
3871,geco,3-1020,"What? cried  Poirot,  in  apparently  lively  astonishment. "
3872,geco,3-1021,Dr  Bauerstein  arrested  for  the  murder  of  Mr.s.  Inglethorp? 
3873,geco,3-1022,Yes. 
3874,geco,3-1023,Impossible! 
3875,geco,3-1024,That  would  be  too  good  a  farce! 
3876,geco,3-1025,"Who  told  you  that,  my  friend? "
3877,geco,3-1026,"Well,  no  one  exactly  told  me,  I  confessed. "
3878,geco,3-1027,But  he  is  arrested. 
3879,geco,3-1028,"Oh,  yes,  very  likely. "
3880,geco,3-1029,"But  for  espionage,  mon  ami. "
3881,geco,3-1030,Espionage? 
3882,geco,3-1031,I  gasped. 
3883,geco,3-1032,Precisely. 
3884,geco,3-1033,Not  for  poisoning  Mr.s.  Inglethorp? 
3885,geco,3-1034,"Not  unless  our  friend  Japp  has  taken  leave  of  his  senses,  replied  Poirot  placidly. "
3886,geco,3-1035,But...but  I  thought  you  thought  so  too? 
3887,geco,3-1036,"Poirot  gave  me  one  look,  which  conveyed  a  wondering  pity,  and  his  full  sense  of  the  utter  absurdity  of  such  an  idea. "
3888,geco,3-1037,"Do  you  mean  to  say,  I  asked,  slowly  adapting  myself  to  the  new  idea,  that  Dr  Bauerstein  is  a  spy? "
3889,geco,3-1038,Poirot  nodded. 
3890,geco,3-1039,Have  you  never  suspected  it? 
3891,geco,3-1040,It  never  entered  my  head. 
3892,geco,3-1041,"It  did  not  strike  you  as  peculiar  that  a  famous  London  doctor  should  bury  himself  in  a  little  village  like  this,  and  should  be  in  the  habit  of  walking  about  at  all  hours  of  the  night,  fully  dressed? "
3893,geco,3-1042,"No,  I  confessed,  I  never  thought  of  such  a  thing. "
3894,geco,3-1043,"He  is,  of  course,  a  German  by  birth,  said  Poirot  thoughtfully,  though  he  has  practiced  so  long  in  this  country  that  nobody  thinks  of  him  as  anything  but  an  Englishman. "
